,Name,Classification,Taxon ID,Assembly,Accession,Species_str,assembly,Core_db
141,Aspergillus pseudonomius str. CBS 119388,Eurotiales,1506151,Asppsen1,GCA_009193645.1,aspergillus_pseudonomius_gca_009193645,Asppsen1,fungi_ascomycota5_collection_core_59_112_1
142,Aspergillus pseudonomius str. IBT 12657,Eurotiales,1506151,Asppse1,GCA_009176395.1,aspergillus_pseudonomius_gca_009176395,Asppse1,fungi_ascomycota4_collection_core_59_112_1
143,Aspergillus pseudotamarii str. CBS 117625,Eurotiales,132259,Asppset1,GCA_009193445.1,aspergillus_pseudotamarii_gca_009193445,Asppset1,fungi_ascomycota5_collection_core_59_112_1
144,Aspergillus rambellii str. SRRC1468,Eurotiales,308745,ASM98664v1,GCA_000986645.1,aspergillus_rambellii_gca_000986645,ASM98664v1,fungi_ascomycota2_collection_core_59_112_1
145,Aspergillus ruber CBS 135680,Eurotiales,1388766,Eurhe1,GCA_000600275.1,aspergillus_ruber_cbs_135680_gca_000600275,Eurhe1,fungi_ascomycota1_collection_core_59_112_1
146,Aspergillus saccharolyticus JOP 1030-1,Eurotiales,1450539,Aspsac1,GCA_003184585.1,aspergillus_saccharolyticus_jop_1030_1_gca_003184585,Aspsac1,fungi_ascomycota4_collection_core_59_112_1
147,Aspergillus sclerotialis str. CBS 366.77,Eurotiales,2070753,phiScl_1.0,GCA_003589665.1,aspergillus_sclerotialis_gca_003589665,phiScl 1.0,fungi_ascomycota5_collection_core_59_112_1
148,Aspergillus sclerotiicarbonarius CBS 121057,Eurotiales,1448318,Aspscle1,GCA_003184635.1,aspergillus_sclerotiicarbonarius_cbs_121057_gca_003184635,Aspscle1,fungi_ascomycota4_collection_core_59_112_1
149,Aspergillus sclerotioniger CBS 115572,Eurotiales,1450535,Aspscl1,GCA_003184525.1,aspergillus_sclerotioniger_cbs_115572_gca_003184525,Aspscl1,fungi_ascomycota4_collection_core_59_112_1
150,Aspergillus sergii str. CBS 130017,Eurotiales,1034303,Aspser1,GCA_009193525.1,aspergillus_sergii_gca_009193525,Aspser1,fungi_ascomycota5_collection_core_59_112_1
151,Aspergillus sp. HF37,Eurotiales,1960876,ASM369811v1,GCA_003698115.1,aspergillus_sp_hf37_gca_003698115,ASM369811v1,fungi_ascomycota5_collection_core_59_112_1
152,Aspergillus steynii IBT 23096,Eurotiales,1392250,Aspste1,GCA_002849105.1,aspergillus_steynii_ibt_23096_gca_002849105,Aspste1,fungi_ascomycota4_collection_core_59_112_1
153,Aspergillus sydowii CBS 593.65,Eurotiales,1036612,Aspsy1,GCA_001890705.1,aspergillus_sydowii_cbs_593_65_gca_001890705,Aspsy1,fungi_ascomycota3_collection_core_59_112_1
154,Aspergillus taichungensis str. IBT 19404,Eurotiales,482145,Asptaic1,GCA_002850765.1,aspergillus_taichungensis_gca_002850765,Asptaic1,fungi_ascomycota4_collection_core_59_112_1
155,Aspergillus tamarii str. CBS 117626,Eurotiales,41984,Asptam1,GCA_009193485.1,aspergillus_tamarii_gca_009193485,Asptam1,fungi_ascomycota4_collection_core_59_112_1
156,Aspergillus tanneri str. NIH1004,Eurotiales,1220188,ASM479882v1,GCA_004798825.1,aspergillus_tanneri_gca_004798825,ASM479882v1,fungi_ascomycota5_collection_core_59_112_1
157,Aspergillus tanneri str. NIH1004,Eurotiales,1220188,ASM342696v1,GCA_003426965.1,aspergillus_tanneri_gca_003426965,ASM342696v1,fungi_ascomycota5_collection_core_59_112_1
158,Aspergillus terreus NIH2624,Eurotiales,341663,ASM14961v1,GCA_000149615.1,aspergillus_terreus,ASM14961v1,aspergillus_terreus_core_59_112_1
159,Aspergillus terreus str. IFO6365,Eurotiales,33178,Ater_IFO6365_01,GCA_009932835.1,aspergillus_terreus_gca_009932835,Ater_IFO6365_01,fungi_ascomycota4_collection_core_59_112_1
160,Aspergillus thermomutatus,Eurotiales,41047,ASM223726v2,GCA_002237265.2,aspergillus_thermomutatus_gca_002237265,ASM223726v2,fungi_ascomycota3_collection_core_59_112_1
161,Aspergillus transmontanensis str. CBS 130015,Eurotiales,1034304,Asptra1,GCA_009193505.1,aspergillus_transmontanensis_gca_009193505,Asptra1,fungi_ascomycota4_collection_core_59_112_1
162,Aspergillus tubingensis CBS 134.48,Eurotiales,767770,Asptu1,GCA_001890745.1,aspergillus_tubingensis_cbs_134_48_gca_001890745,Asptu1,fungi_ascomycota3_collection_core_59_112_1
163,Aspergillus tubingensis str. WU-2223L,Eurotiales,5068,ASM1334032v1,GCA_013340325.1,aspergillus_tubingensis_gca_013340325,ASM1334032v1,fungi_ascomycota5_collection_core_59_112_1
164,Aspergillus turcosus,Eurotiales,1245748,ASM223497v2,GCA_002234975.2,aspergillus_turcosus_gca_002234975,ASM223497v2,fungi_ascomycota4_collection_core_59_112_1
165,Aspergillus turcosus,Eurotiales,1245748,ASM223496v2,GCA_002234965.2,aspergillus_turcosus_gca_002234965,ASM223496v2,fungi_ascomycota3_collection_core_59_112_1
166,Aspergillus udagawae,Eurotiales,91492,ASM1072425v1,GCA_010724255.1,aspergillus_udagawae_gca_010724255,ASM1072425v1,fungi_ascomycota5_collection_core_59_112_1
167,Aspergillus udagawae,Eurotiales,91492,ASM1072433v1,GCA_010724335.1,aspergillus_udagawae_gca_010724335,ASM1072433v1,fungi_ascomycota4_collection_core_59_112_1
168,Aspergillus udagawae,Eurotiales,91492,ASM1072479v1,GCA_010724795.1,aspergillus_udagawae_gca_010724795,ASM1072479v1,fungi_ascomycota5_collection_core_59_112_1
169,Aspergillus udagawae,Eurotiales,91492,ASM1072413v1,GCA_010724135.1,aspergillus_udagawae_gca_010724135,ASM1072413v1,fungi_ascomycota5_collection_core_59_112_1
170,Aspergillus udagawae str. IFM 46973,Eurotiales,91492,Aud_assembly01,GCA_001078395.1,aspergillus_udagawae_gca_001078395,Aud_assembly01,fungi_ascomycota3_collection_core_59_112_1
171,Aspergillus ustus str. 3.3904,Eurotiales,40382,Austus1.0,GCA_000812125.1,aspergillus_ustus_gca_000812125,Austus1.0,fungi_ascomycota2_collection_core_59_112_1
172,Aspergillus uvarum CBS 121591,Eurotiales,1448315,Aspuva1,GCA_003184745.1,aspergillus_uvarum_cbs_121591_gca_003184745,Aspuva1,fungi_ascomycota4_collection_core_59_112_1
173,Aspergillus vadensis CBS 113365,Eurotiales,1448311,Aspvad1,GCA_003184925.1,aspergillus_vadensis_cbs_113365_gca_003184925,Aspvad1,fungi_ascomycota4_collection_core_59_112_1
174,Aspergillus versicolor CBS 583.65,Eurotiales,1036611,Aspve1,GCA_001890125.1,aspergillus_versicolor_cbs_583_65_gca_001890125,Aspve1,fungi_ascomycota3_collection_core_59_112_1
175,Aspergillus violaceofuscus CBS 115571,Eurotiales,1450538,Aspvio1,GCA_003184705.1,aspergillus_violaceofuscus_cbs_115571_gca_003184705,Aspvio1,fungi_ascomycota4_collection_core_59_112_1
176,Aspergillus welwitschiae str. CBS 139.54b,Eurotiales,1341132,Aspwel1,GCA_003344945.1,aspergillus_welwitschiae_gca_003344945,Aspwel1,fungi_ascomycota4_collection_core_59_112_1
177,Aspergillus wentii DTO 134E9,Eurotiales,1073089,Aspwe1,GCA_001890725.1,aspergillus_wentii_dto_134e9_gca_001890725,Aspwe1,fungi_ascomycota3_collection_core_59_112_1
178,Aulographum hederae CBS 113979,Dothideomycetes,1176131,Aulhe2,GCA_010015705.1,aulographum_hederae_cbs_113979_gca_010015705,Aulhe2,fungi_ascomycota5_collection_core_59_112_1
179,Aureobasidium melanogenum CBS 110374,Dothideales,1043003,Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,GCA_000721775.1,aureobasidium_melanogenum_cbs_110374_gca_000721775,Aureobasidium pullulans var. melanogenum CBS 110374 v1.0,fungi_ascomycota1_collection_core_59_112_1
180,Aureobasidium namibiae CBS 147.97,Dothideales,1043004,Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0,GCA_000721765.1,aureobasidium_namibiae_cbs_147_97_gca_000721765,Aureobasidium pullulans var. namibiae CBS 147.97 v1.0,fungi_ascomycota1_collection_core_59_112_1
181,Aureobasidium pullulans,Dothideales,5580,ASM491738v1,GCA_004917385.1,aureobasidium_pullulans_gca_004917385,ASM491738v1,fungi_ascomycota5_collection_core_59_112_1
182,Aureobasidium pullulans,Dothideales,5580,ASM491819v1,GCA_004918195.1,aureobasidium_pullulans_gca_004918195,ASM491819v1,fungi_ascomycota4_collection_core_59_112_1
183,Aureobasidium pullulans,Dothideales,5580,ASM491752v1,GCA_004917525.1,aureobasidium_pullulans_gca_004917525,ASM491752v1,fungi_ascomycota5_collection_core_59_112_1
184,Aureobasidium pullulans,Dothideales,5580,ASM491766v1,GCA_004917665.1,aureobasidium_pullulans_gca_004917665,ASM491766v1,fungi_ascomycota4_collection_core_59_112_1
185,Aureobasidium pullulans,Dothideales,5580,ASM491857v1,GCA_004918575.1,aureobasidium_pullulans_gca_004918575,ASM491857v1,fungi_ascomycota5_collection_core_59_112_1
186,Aureobasidium pullulans,Dothideales,5580,ASM491772v1,GCA_004917725.1,aureobasidium_pullulans_gca_004917725,ASM491772v1,fungi_ascomycota5_collection_core_59_112_1
187,Aureobasidium pullulans,Dothideales,5580,ASM491782v1,GCA_004917825.1,aureobasidium_pullulans_gca_004917825,ASM491782v1,fungi_ascomycota5_collection_core_59_112_1
188,Aureobasidium pullulans,Dothideales,5580,ASM491748v1,GCA_004917485.1,aureobasidium_pullulans_gca_004917485,ASM491748v1,fungi_ascomycota5_collection_core_59_112_1
189,Aureobasidium pullulans,Dothideales,5580,ASM491850v1,GCA_004918505.1,aureobasidium_pullulans_gca_004918505,ASM491850v1,fungi_ascomycota5_collection_core_59_112_1
190,Aureobasidium pullulans,Dothideales,5580,ASM491733v1,GCA_004917335.1,aureobasidium_pullulans_gca_004917335,ASM491733v1,fungi_ascomycota5_collection_core_59_112_1
191,Aureobasidium pullulans,Dothideales,5580,ASM491720v1,GCA_004917205.1,aureobasidium_pullulans_gca_004917205,ASM491720v1,fungi_ascomycota5_collection_core_59_112_1
192,Aureobasidium pullulans,Dothideales,5580,ASM491722v1,GCA_004917225.1,aureobasidium_pullulans_gca_004917225,ASM491722v1,fungi_ascomycota4_collection_core_59_112_1
193,Aureobasidium pullulans,Dothideales,5580,ASM491714v1,GCA_004917145.1,aureobasidium_pullulans_gca_004917145,ASM491714v1,fungi_ascomycota5_collection_core_59_112_1
194,Aureobasidium pullulans,Dothideales,5580,ASM491730v1,GCA_004917305.1,aureobasidium_pullulans_gca_004917305,ASM491730v1,fungi_ascomycota5_collection_core_59_112_1
195,Aureobasidium pullulans,Dothideales,5580,ASM491821v1,GCA_004918215.1,aureobasidium_pullulans_gca_004918215,ASM491821v1,fungi_ascomycota5_collection_core_59_112_1
196,Aureobasidium pullulans,Dothideales,5580,ASM491759v1,GCA_004917595.1,aureobasidium_pullulans_gca_004917595,ASM491759v1,fungi_ascomycota5_collection_core_59_112_1
197,Aureobasidium pullulans,Dothideales,5580,ASM491814v1,GCA_004918145.1,aureobasidium_pullulans_gca_004918145,ASM491814v1,fungi_ascomycota5_collection_core_59_112_1
198,Aureobasidium pullulans,Dothideales,5580,ASM491741v1,GCA_004917415.1,aureobasidium_pullulans_gca_004917415,ASM491741v1,fungi_ascomycota5_collection_core_59_112_1
199,Aureobasidium pullulans,Dothideales,5580,ASM491725v1,GCA_004917255.1,aureobasidium_pullulans_gca_004917255,ASM491725v1,fungi_ascomycota4_collection_core_59_112_1
200,Aureobasidium pullulans,Dothideales,5580,ASM491715v1,GCA_004917155.1,aureobasidium_pullulans_gca_004917155,ASM491715v1,fungi_ascomycota4_collection_core_59_112_1
201,Aureobasidium pullulans,Dothideales,5580,ASM491742v1,GCA_004917425.1,aureobasidium_pullulans_gca_004917425,ASM491742v1,fungi_ascomycota5_collection_core_59_112_1
202,Aureobasidium pullulans,Dothideales,5580,ASM491760v1,GCA_004917605.1,aureobasidium_pullulans_gca_004917605,ASM491760v1,fungi_ascomycota5_collection_core_59_112_1
203,Aureobasidium pullulans,Dothideales,5580,ASM491737v1,GCA_004917375.1,aureobasidium_pullulans_gca_004917375,ASM491737v1,fungi_ascomycota5_collection_core_59_112_1
204,Aureobasidium pullulans,Dothideales,5580,ASM491718v1,GCA_004917185.1,aureobasidium_pullulans_gca_004917185,ASM491718v1,fungi_ascomycota4_collection_core_59_112_1
205,Aureobasidium pullulans,Dothideales,5580,ASM491762v1,GCA_004917625.1,aureobasidium_pullulans_gca_004917625,ASM491762v1,fungi_ascomycota5_collection_core_59_112_1
206,Aureobasidium pullulans,Dothideales,5580,ASM491755v1,GCA_004917555.1,aureobasidium_pullulans_gca_004917555,ASM491755v1,fungi_ascomycota4_collection_core_59_112_1
207,Aureobasidium pullulans,Dothideales,5580,ASM491774v1,GCA_004917745.1,aureobasidium_pullulans_gca_004917745,ASM491774v1,fungi_ascomycota5_collection_core_59_112_1
208,Aureobasidium pullulans,Dothideales,5580,ASM491716v1,GCA_004917165.1,aureobasidium_pullulans_gca_004917165,ASM491716v1,fungi_ascomycota4_collection_core_59_112_1
209,Aureobasidium pullulans,Dothideales,5580,ASM491727v1,GCA_004917275.1,aureobasidium_pullulans_gca_004917275,ASM491727v1,fungi_ascomycota5_collection_core_59_112_1
210,Aureobasidium pullulans,Dothideales,5580,ASM491749v1,GCA_004917495.1,aureobasidium_pullulans_gca_004917495,ASM491749v1,fungi_ascomycota5_collection_core_59_112_1
211,Aureobasidium pullulans,Dothideales,5580,ASM491744v1,GCA_004917445.1,aureobasidium_pullulans_gca_004917445,ASM491744v1,fungi_ascomycota4_collection_core_59_112_1
212,Aureobasidium pullulans,Dothideales,5580,ASM167811v1,GCA_001678115.1,aureobasidium_pullulans_gca_001678115,ASM167811v1,fungi_ascomycota3_collection_core_59_112_1
213,Aureobasidium pullulans,Dothideales,5580,ASM491761v1,GCA_004917615.1,aureobasidium_pullulans_gca_004917615,ASM491761v1,fungi_ascomycota5_collection_core_59_112_1
214,Aureobasidium pullulans,Dothideales,5580,ASM491781v1,GCA_004917815.1,aureobasidium_pullulans_gca_004917815,ASM491781v1,fungi_ascomycota4_collection_core_59_112_1
215,Aureobasidium pullulans,Dothideales,5580,ASM491811v1,GCA_004918115.1,aureobasidium_pullulans_gca_004918115,ASM491811v1,fungi_ascomycota5_collection_core_59_112_1
216,Aureobasidium pullulans,Dothideales,5580,ASM491768v1,GCA_004917685.1,aureobasidium_pullulans_gca_004917685,ASM491768v1,fungi_ascomycota4_collection_core_59_112_1
217,Aureobasidium pullulans,Dothideales,5580,ASM491824v1,GCA_004918245.1,aureobasidium_pullulans_gca_004918245,ASM491824v1,fungi_ascomycota4_collection_core_59_112_1
218,Aureobasidium pullulans,Dothideales,5580,ASM491711v1,GCA_004917115.1,aureobasidium_pullulans_gca_004917115,ASM491711v1,fungi_ascomycota5_collection_core_59_112_1
219,Aureobasidium pullulans,Dothideales,5580,ASM491713v1,GCA_004917135.1,aureobasidium_pullulans_gca_004917135,ASM491713v1,fungi_ascomycota4_collection_core_59_112_1
220,Aureobasidium pullulans,Dothideales,5580,ASM491827v1,GCA_004918275.1,aureobasidium_pullulans_gca_004918275,ASM491827v1,fungi_ascomycota5_collection_core_59_112_1
221,Aureobasidium pullulans,Dothideales,5580,ASM491710v1,GCA_004917105.1,aureobasidium_pullulans_gca_004917105,ASM491710v1,fungi_ascomycota5_collection_core_59_112_1
222,Aureobasidium pullulans,Dothideales,5580,ASM491743v1,GCA_004917435.1,aureobasidium_pullulans_gca_004917435,ASM491743v1,fungi_ascomycota5_collection_core_59_112_1
223,Aureobasidium pullulans,Dothideales,5580,ASM491853v1,GCA_004918535.1,aureobasidium_pullulans_gca_004918535,ASM491853v1,fungi_ascomycota5_collection_core_59_112_1
224,Aureobasidium pullulans,Dothideales,5580,ASM491816v1,GCA_004918165.1,aureobasidium_pullulans_gca_004918165,ASM491816v1,fungi_ascomycota5_collection_core_59_112_1
225,Aureobasidium pullulans,Dothideales,5580,ASM491779v1,GCA_004917795.1,aureobasidium_pullulans_gca_004917795,ASM491779v1,fungi_ascomycota4_collection_core_59_112_1
226,Aureobasidium pullulans,Dothideales,5580,ASM491750v1,GCA_004917505.1,aureobasidium_pullulans_gca_004917505,ASM491750v1,fungi_ascomycota5_collection_core_59_112_1
227,Aureobasidium pullulans,Dothideales,5580,ASM491810v1,GCA_004918105.1,aureobasidium_pullulans_gca_004918105,ASM491810v1,fungi_ascomycota5_collection_core_59_112_1
228,Aureobasidium pullulans,Dothideales,5580,ASM491775v1,GCA_004917755.1,aureobasidium_pullulans_gca_004917755,ASM491775v1,fungi_ascomycota5_collection_core_59_112_1
229,Aureobasidium pullulans EXF-150,Dothideales,1043002,Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0,GCA_000721785.1,aureobasidium_pullulans_exf_150_gca_000721785,"Aureobasidium pullulans var. pullulans EXF-150, assembly version 1.0",fungi_ascomycota1_collection_core_59_112_1
230,Aureobasidium subglaciale EXF-2481,Dothideales,1043005,Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0,GCA_000721755.1,aureobasidium_subglaciale_exf_2481_gca_000721755,Aureobasidium pullulans var. subglaciale EXF-2481 v1.0,fungi_ascomycota1_collection_core_59_112_1
231,Auriculariopsis ampla str. NL-1724,Agaricales,97359,Auramp1,GCA_007026445.1,auriculariopsis_ampla_gca_007026445,Auramp1,fungi_basidiomycota1_collection_core_59_112_1
232,Babjeviella inositovora NRRL Y-12698,Saccharomycetales,984486,Babin1,GCA_001661335.1,babjeviella_inositovora_nrrl_y_12698_gca_001661335,Babin1,fungi_ascomycota3_collection_core_59_112_1
233,Batrachochytrium dendrobatidis JAM81,Rhizophydiales,684364,v1.0,GCA_000203795.1,batrachochytrium_dendrobatidis_jam81_gca_000203795,v1.0,fungi_chytridiomycota1_collection_core_59_112_1
234,Batrachochytrium dendrobatidis JEL423,Rhizophydiales,403673,BD_JEL423,GCA_000149865.1,batrachochytrium_dendrobatidis_jel423_gca_000149865,BD_JEL423,fungi_chytridiomycota1_collection_core_59_112_1
235,Baudoinia panamericana UAMH 10762,Capnodiales,717646,Bauco1,GCA_000338955.1,baudoinia_panamericana_uamh_10762_gca_000338955,Bauco1,fungi_ascomycota1_collection_core_59_112_1
236,Beauveria bassiana,Hypocreales,176275,ASM168263v1,GCA_001682635.1,beauveria_bassiana,ASM168263v1,beauveria_bassiana_core_59_112_1
237,Beauveria bassiana ARSEF 2860,Hypocreales,655819,ASM28067v1,GCA_000280675.1,beauveria_bassiana_arsef_2860_gca_000280675,ASM28067v1,fungi_ascomycota1_collection_core_59_112_1
238,Beauveria bassiana D1-5,Hypocreales,1245745,BBA1.0,GCA_000770705.1,beauveria_bassiana_d1_5_gca_000770705,BBA1.0,fungi_ascomycota2_collection_core_59_112_1
239,Beauveria bassiana str. JEF-007,Hypocreales,176275,ASM287115v1,GCA_002871155.1,beauveria_bassiana_gca_002871155,ASM287115v1,fungi_ascomycota4_collection_core_59_112_1
240,Beauveria brongniartii RCEF 3172,Hypocreales,1081107,BBO_1.0,GCA_001636735.1,beauveria_brongniartii_rcef_3172_gca_001636735,BBO 1.0,fungi_ascomycota3_collection_core_59_112_1
241,Bifiguratus adelaidae str. AZ0501,Mucoromycotina,1938954,ASM226119v1,GCA_002261195.1,bifiguratus_adelaidae_gca_002261195,ASM226119v1,fungi_mucoromycota1_collection_core_59_112_1
242,Bimuria novae-zelandiae CBS 107.79,Pleosporales,1447943,Bimnz1,GCA_010015655.1,bimuria_novae_zelandiae_cbs_107_79_gca_010015655,Bimnz1,fungi_ascomycota5_collection_core_59_112_1
243,Bipolaris maydis ATCC 48331,Pleosporales,665024,CocheC4_1,GCA_000354255.1,bipolaris_maydis_atcc_48331_gca_000354255,CocheC4_1,fungi_ascomycota1_collection_core_59_112_1
244,Bipolaris maydis C5,Pleosporales,701091,CocheC5_3,GCA_000338975.1,bipolaris_maydis_c5_gca_000338975,CocheC5_3,fungi_ascomycota1_collection_core_59_112_1
245,Bipolaris oryzae ATCC 44560,Pleosporales,930090,Cochliobolus_miyabeanus_v1.0,GCA_000523455.1,bipolaris_oryzae_atcc_44560_gca_000523455,Cochliobolus miyabeanus v1.0,fungi_ascomycota1_collection_core_59_112_1
246,Bipolaris sorokiniana ND90Pr,Pleosporales,665912,Cocsa1,GCA_000338995.1,bipolaris_sorokiniana_nd90pr_gca_000338995,Cocsa1,fungi_ascomycota1_collection_core_59_112_1
247,Bipolaris zeicola 26-R-13,Pleosporales,930089,Cochliobolus_carbonum_v1.0,GCA_000523435.1,bipolaris_zeicola_26_r_13_gca_000523435,Cochliobolus carbonum v1.0,fungi_ascomycota1_collection_core_59_112_1
248,Blastomyces dermatitidis ATCC 18188,Onygenales,653446,BD_ATCC18188_V1,GCA_000151595.1,blastomyces_dermatitidis_atcc_18188_gca_000151595,BD_ATCC18188_V1,fungi_ascomycota1_collection_core_59_112_1
249,Blastomyces dermatitidis ATCC 26199,Onygenales,447095,BD_ATCC26199_V2,GCA_000166155.1,blastomyces_dermatitidis_atcc_26199_gca_000166155,BD_ATCC26199_V2,fungi_ascomycota1_collection_core_59_112_1
250,Blastomyces dermatitidis ER-3,Onygenales,559297,BD_ER3_V1,GCA_000003525.2,blastomyces_dermatitidis_er_3_gca_000003525,BD_ER3_V1,fungi_ascomycota1_collection_core_59_112_1
251,Blastomyces gilchristii SLH14081,Onygenales,559298,BD_SLH14081_V1,GCA_000003855.2,blastomyces_gilchristii_slh14081_gca_000003855,BD_SLH14081_V1,fungi_ascomycota1_collection_core_59_112_1
252,Blastomyces parvus str. UAMH130,Onygenales,2060905,Emmon_parv_130,GCA_002572885.1,blastomyces_parvus_gca_002572885,Emmon_parv_130,fungi_ascomycota3_collection_core_59_112_1
253,Blastomyces percursus str. EI222,Onygenales,1658174,Blas_perc_EI222_V1,GCA_001883805.1,blastomyces_percursus_gca_001883805,Blas_perc_EI222_V1,fungi_ascomycota3_collection_core_59_112_1
254,Blastomyces silverae str. UAMH 139,Onygenales,2060906,ASM101475v1,GCA_001014755.1,blastomyces_silverae_gca_001014755,ASM101475v1,fungi_ascomycota2_collection_core_59_112_1
255,Blumeria graminis,Erysiphales,546991,EF2,GCA_000151065.2,blumeria_graminis,EF2,blumeria_graminis_core_59_112_2
256,Blumeria graminis f. sp. hordei,Erysiphales,2867405,BghRACE1_v1,GCA_900237765.1,blumeria_graminis_f_sp_hordei_gca_900237765,BghRACE1_v1,fungi_ascomycota4_collection_core_59_112_1
257,Blumeria graminis f. sp. tritici,Erysiphales,62690,Bgt_genome_v3.16,GCA_900519115.1,blumeria_graminis_f_sp_tritici_gca_900519115,Bgt_genome_v3.16,fungi_ascomycota4_collection_core_59_112_1
