Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_name,gene_source,gene_biotype,transcript_id,transcript_name,transcript_source,transcript_biotype,tag,exon_number,exon_id,protein_id
chrIV,,promoter,853972,854472,,-,,YDR198C,,,,,,,,,,,
chrIV,sgd,gene,617469,618306,.,-,.,YDR087C,RRP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,190586,191086,,-,,YDL148C,,,,,,,,,,,
chrIV,,promoter,99060,99560,,+,,YDL201W,,,,,,,,,,,
chrIV,sgd,gene,645152,645224,.,-,.,tQ(UUG)D2,,sgd,tRNA,,,,,,,,
chrIV,,promoter,370739,371239,,+,,YDL046W,,,,,,,,,,,
chrIV,,intergenic,651126,653106,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,733924,734424,,-,,YDR139C,,,,,,,,,,,
chrIV,,intergenic,845361,845951,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,245922,246447,.,+,.,YDL120W,YFH1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,434336,436566,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1174176,1174676,,-,,YDR349C,,,,,,,,,,,
chrIV,,promoter,1301926,1302426,,-,,YDR417C,,,,,,,,,,,
chrIV,sgd,gene,394216,397204,.,+,.,YDL031W,DBP10,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1462357,1465786,.,-,.,YDR507C,GIN4,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,591844,591938,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,333120,333810,.,-,.,YDL069C,CBS1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1388371,1388871,,+,,YDR464W,,,,,,,,,,,
chrIV,sgd,gene,1322204,1323386,.,+,.,YDR427W,RPN9,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1293368,1294394,.,-,.,YDR411C,DFM1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,452475,452975,,-,,YDR001C,,,,,,,,,,,
chrIV,,promoter,675601,676101,,+,,YDR110W,,,,,,,,,,,
chrIV,sgd,gene,172480,174028,.,+,.,YDL159W,STE7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,776162,778721,.,+,.,YDR160W,SSY1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1084564,1085064,,+,,YDR311W,,,,,,,,,,,
chrIV,sgd,gene,1117125,1120233,.,+,.,YDR325W,YCG1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1469811,1470311,,-,,YDR510C-A,,,,,,,,,,,
chrIV,,promoter,1144591,1145091,,+,,YDR336W,,,,,,,,,,,
chrIV,,intergenic,893927,894088,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,591344,591844,,-,,YDR072C,,,,,,,,,,,
chrIV,,promoter,245422,245922,,+,,YDL120W,,,,,,,,,,,
chrIV,,promoter,596655,597155,,+,,YDR075W,,,,,,,,,,,
chrIV,,promoter,995534,996034,,-,,YDR263C,,,,,,,,,,,
chrIV,,promoter,321552,322052,,-,,YDL076C,,,,,,,,,,,
chrIV,sgd,gene,1339675,1340719,.,+,.,YDR439W,LRS4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,614287,616150,.,-,.,YDR085C,AFR1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,340627,340798,.,-,.,YDL061C,RPS29B,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1194597,1195032,.,+,.,YDR360W,OPI7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,649803,651126,.,-,.,YDR098C-A,,sgd,transposable_element,,,,,,,,
chrIV,sgd,gene,1258695,1259709,.,+,.,YDR392W,SPT3,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1314892,1315325,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,853674,854174,,+,,YDR199W,,,,,,,,,,,
chrIV,,promoter,334334,334834,,+,,YDL066W,,,,,,,,,,,
chrIV,,intergenic,332940,332999,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1491545,1492045,,-,,YDR526C,,,,,,,,,,,
chrIV,sgd,gene,1000103,1002023,.,-,.,YDR266C,HEL2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1483403,1483903,,-,,YDR520C,,,,,,,,,,,
chrIV,,intergenic,322988,323216,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,147690,148190,,+,,YDL173W,,,,,,,,,,,
chrIV,,promoter,258414,258914,,+,,YDL112W,,,,,,,,,,,
chrIV,sgd,gene,1204496,1206383,.,-,.,YDR365C,ESF1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1022006,1022321,.,-,.,YDR281C,PHM6,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1012959,1013475,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,957757,958339,.,-,.,YDR248C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,293391,294759,.,-,.,YDL091C,UBX3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,935235,935892,.,-,.,YDR236C,FMN1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,432996,433496,,+,,YDL008W,,,,,,,,,,,
chrIV,sgd,gene,1150841,1150941,.,-,.,tX(XXX)D,,sgd,tRNA,,,,,,,,
chrIV,,promoter,126835,127335,,-,,YDL185C-A,,,,,,,,,,,
chrIV,,promoter,1233517,1234017,,-,,YDR379C-A,,,,,,,,,,,
chrIV,,promoter,699814,700314,,+,,YDR124W,,,,,,,,,,,
chrIV,,promoter,1411872,1412372,,+,,YDR477W,,,,,,,,,,,
chrIV,sgd,gene,1263323,1266158,.,+,.,YDR395W,SXM1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1499395,1500553,.,-,.,YDR532C,KRE28,sgd,protein_coding,,,,,,,,
chrIV,,promoter,960361,960861,,-,,YDR250C,,,,,,,,,,,
chrIV,sgd,gene,247301,247682,.,+,.,YDL118W,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,391282,391782,,+,,YDL034W,,,,,,,,,,,
chrIV,sgd,gene,315356,316388,.,-,.,YDL078C,MDH3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1427430,1428120,.,-,.,YDR486C,VPS60,sgd,protein_coding,,,,,,,,
chrIV,,promoter,404248,404748,,+,,YDL026W,,,,,,,,,,,
chrIV,,promoter,490516,491016,,+,,YDR024W,,,,,,,,,,,
chrIV,,promoter,302089,302589,,-,,YDL086C-A,,,,,,,,,,,
chrIV,,promoter,1090079,1090579,,-,,YDR313C,,,,,,,,,,,
chrIV,,intergenic,592948,593392,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,478199,478699,,-,,YDR015C,,,,,,,,,,,
chrIV,,promoter,167715,168215,,-,,YDL162C,,,,,,,,,,,
chrIV,,intergenic,1206883,1206996,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,256530,256632,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,870573,871073,,+,,YDR210W,,,,,,,,,,,
chrIV,,intergenic,298274,298416,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,384581,384600,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,22322,22822,,+,,YDL240W,,,,,,,,,,,
chrIV,,promoter,1337773,1338273,,+,,YDR438W,,,,,,,,,,,
chrIV,sgd,gene,213350,215642,.,+,.,YDL138W,RGT2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1127371,1127871,,+,,YDR330W,,,,,,,,,,,
chrIV,sgd,gene,54396,56346,.,-,.,YDL224C,WHI4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,906852,907352,,-,,YDR219C,,,,,,,,,,,
chrIV,sgd,gene,355673,356759,.,-,.,YDL055C,PSA1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,149086,149586,,-,,YDL172C,,,,,,,,,,,
chrIV,sgd,gene,1181800,1182754,.,+,.,YDR352W,YPQ2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,232651,233887,.,+,.,YDL128W,VCX1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,462933,463433,,+,,YDR009W,,,,,,,,,,,
chrIV,,promoter,998363,998863,,+,,YDR265W,,,,,,,,,,,
chrIV,,intergenic,246447,246688,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,733617,733924,.,-,.,YDR139C,RUB1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1124801,1125301,,+,,YDR327W,,,,,,,,,,,
chrIV,sgd,gene,1050458,1052228,.,-,.,YDR294C,DPL1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,624721,625065,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1477238,1478357,.,+,.,YDR517W,GRH1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,693584,694175,.,+,.,YDR121W,DPB4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,775662,776162,,+,,YDR160W,,,,,,,,,,,
chrIV,,promoter,1339175,1339675,,+,,YDR439W,,,,,,,,,,,
chrIV,sgd,gene,1332982,1333969,.,-,.,YDR435C,PPM1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1195384,1195411,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,727710,728283,.,-,.,YDR136C,VPS61,sgd,protein_coding,,,,,,,,
chrIV,,promoter,781100,781600,,-,,YDR162C,,,,,,,,,,,
chrIV,,intergenic,512609,514042,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1240676,1241176,,-,,YDR383C,,,,,,,,,,,
chrIV,sgd,gene,173055,173232,.,-,.,YDL159C-B,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1289405,1292120,.,+,.,YDR409W,SIZ1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1489404,1489904,,+,,YDR525W,,,,,,,,,,,
chrIV,sgd,gene,622111,624721,.,+,.,YDR089W,VTC5,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1357579,1358902,.,-,.,YDR449C,UTP6,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,612072,613251,.,+,.,YDR083W,RRP8,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1234217,1236125,.,+,.,YDR380W,ARO10,sgd,protein_coding,,,,,,,,
chrIV,,promoter,447483,447983,,+,,YDL001W,,,,,,,,,,,
chrIV,sgd,gene,33414,33918,.,-,.,YDL235C,YPD1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,794389,794573,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1182754,1182798,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,955512,956012,,+,,YDR247W,,,,,,,,,,,
chrIV,,promoter,835920,836420,,+,,YDR188W,,,,,,,,,,,
chrIV,,promoter,403291,403791,,-,,YDL028C,,,,,,,,,,,
chrIV,,promoter,767971,768471,,-,,YDR153C,,,,,,,,,,,
chrIV,,promoter,1428980,1429480,,-,,YDR487C,,,,,,,,,,,
chrIV,sgd,gene,1323453,1324239,.,-,.,YDR428C,BNA7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1072745,1073488,.,-,.,YDR305C,HNT2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,462602,463102,,-,,YDR008C,,,,,,,,,,,
chrIV,sgd,gene,655012,655444,.,+,.,YDR100W,TVP15,sgd,protein_coding,,,,,,,,
chrIV,,promoter,992633,993133,,+,,YDR262W,,,,,,,,,,,
chrIV,sgd,gene,1190058,1191732,.,+,.,YDR358W,GGA1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,954632,955132,,+,,YDR246W-A,,,,,,,,,,,
chrIV,,promoter,926910,927410,,-,,YDR231C,,,,,,,,,,,
chrIV,,intergenic,864708,865011,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1228110,1228610,,+,,YDR377W,,,,,,,,,,,
chrIV,sgd,gene,1473428,1474772,.,+,.,YDR515W,SLF1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,167254,167754,,-,,YDL164C,,,,,,,,,,,
chrIV,,promoter,1062851,1063351,,+,,YDR301W,,,,,,,,,,,
chrIV,,promoter,423708,424208,,+,,YDL017W,,,,,,,,,,,
chrIV,,intergenic,1501053,1501446,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,141596,142096,,+,,YDL176W,,,,,,,,,,,
chrIV,sgd,gene,1428353,1428980,.,-,.,YDR487C,RIB3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1222258,1222758,,+,,YDR373W,,,,,,,,,,,
chrIV,,promoter,816377,816877,,+,,YDR177W,,,,,,,,,,,
chrIV,,promoter,964612,965112,,+,,YDR254W,,,,,,,,,,,
chrIV,sgd,gene,282111,283176,.,-,.,YDL100C,GET3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,802730,802802,.,-,.,tQ(UUG)D3,,sgd,tRNA,,,,,,,,
chrIV,sgd,gene,1524633,1524933,.,-,.,YDR543C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1490595,1490835,.,+,.,YDR525W-A,SNA2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1167213,1168659,.,-,.,YDR346C,SVF1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1505400,1506605,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,7814,8682,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1497731,1498231,,+,,YDR531W,,,,,,,,,,,
chrIV,,promoter,281848,282348,,-,,YDL101C,,,,,,,,,,,
chrIV,,promoter,1524933,1525433,,-,,YDR543C,,,,,,,,,,,
chrIV,,promoter,101067,101567,,-,,YDL200C,,,,,,,,,,,
chrIV,,promoter,439408,439908,,+,,YDL006W,,,,,,,,,,,
chrIV,,promoter,229405,229905,,+,,YDL130W,,,,,,,,,,,
chrIV,,promoter,915029,915529,,+,,YDR225W,,,,,,,,,,,
chrIV,sgd,gene,438046,439360,.,+,.,YDL007W,RPT2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,541703,542673,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,174231,174588,.,-,.,YDL157C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1270562,1271062,,+,,YDR400W,,,,,,,,,,,
chrIV,,promoter,139021,139521,,+,,YDL178W,,,,,,,,,,,
chrIV,,promoter,755127,755627,,+,,YDR150W,,,,,,,,,,,
chrIV,,promoter,36296,36796,,+,,YDL233W,,,,,,,,,,,
chrIV,,promoter,1472928,1473428,,+,,YDR515W,,,,,,,,,,,
chrIV,,promoter,683581,684081,,-,,YDR116C,,,,,,,,,,,
chrIV,,promoter,721297,721797,,-,,YDR133C,,,,,,,,,,,
chrIV,,promoter,784215,784715,,-,,YDR164C,,,,,,,,,,,
chrIV,sgd,gene,518039,519356,.,-,.,YDR034C-C,,sgd,transposable_element,,,,,,,,
chrIV,,intergenic,596583,596655,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1353089,1353224,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1215015,1217580,.,-,.,YDR369C,XRS2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,421514,422014,,-,,YDL019C,,,,,,,,,,,
chrIV,sgd,gene,1112479,1114027,.,-,.,YDR323C,PEP7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,625065,625998,.,-,.,YDR090C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1399705,1401214,.,-,.,YDR470C,UGO1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1032435,1035063,.,+,.,YDR285W,ZIP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,769930,770332,.,+,.,YDR157W,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,130002,130406,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1501446,1502160,.,-,.,YDR533C,HSP31,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,597155,598082,.,+,.,YDR075W,PPH3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,413952,414888,.,+,.,YDL021W,GPM2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1265794,1266294,,+,,YDR396W,,,,,,,,,,,
chrIV,,intergenic,470424,471352,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,911301,911598,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,238664,239164,,-,,YDL126C,,,,,,,,,,,
chrIV,,intergenic,386087,387512,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,753674,755066,.,-,.,YDR148C,KGD2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1395120,1397817,.,+,.,YDR466W,PKH3,sgd,protein_coding,,,,,,,,
chrIV,,promoter,483860,484360,,-,,YDR018C,,,,,,,,,,,
chrIV,sgd,gene,1517135,1517675,.,-,.,YDR540C,IRC4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,979209,979709,,-,,YDR261C,,,,,,,,,,,
chrIV,,intergenic,1147179,1147378,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,779042,780206,.,+,.,YDR161W,ACL4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,363583,364083,,-,,YDL052C,,,,,,,,,,,
chrIV,sgd,gene,1402918,1403042,.,+,.,snR13,,sgd,snoRNA,,,,,,,,
chrIV,,promoter,433248,433748,,-,,YDL009C,,,,,,,,,,,
chrIV,sgd,gene,270221,271901,.,-,.,YDL106C,PHO2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,802802,803194,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,245582,246082,,-,,YDL121C,,,,,,,,,,,
chrIV,,promoter,171681,172181,,+,,YDL159W-A,,,,,,,,,,,
chrIV,,promoter,56346,56846,,-,,YDL224C,,,,,,,,,,,
chrIV,sgd,gene,1483794,1485303,.,-,.,YDR522C,SPS2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1279209,1283799,.,+,.,YDR406W,PDR15,sgd,protein_coding,,,,,,,,
chrIV,,promoter,687726,688226,,+,,YDR119W,,,,,,,,,,,
chrIV,sgd,gene,101289,103353,.,-,.,YDL199C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1410094,1410594,,-,,YDR475C,,,,,,,,,,,
chrIV,sgd,gene,1154215,1155928,.,-,.,YDR342C,HXT7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,432307,432631,.,-,.,YDL011C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,804517,806120,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,907293,907793,,-,,YDR220C,,,,,,,,,,,
chrIV,sgd,gene,977520,979209,.,-,.,YDR261C,EXG2,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,74418,74445,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,255126,255626,,-,,YDL115C,,,,,,,,,,,
chrIV,sgd,gene,1224756,1225026,.,+,.,YDR374W-A,WIP1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,426863,427363,,+,,YDL014W,,,,,,,,,,,
chrIV,sgd,gene,976716,977229,.,-,.,YDR260C,SWM1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1292120,1292371,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1189198,1189567,.,-,.,YDR357C,CNL1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,322225,322988,.,+,.,YDL075W,RPL31A,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,671268,673365,.,+,.,YDR108W,TRS85,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1269402,1269567,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,442528,443028,,+,,YDL004W,,,,,,,,,,,
chrIV,sgd,gene,616927,617170,.,-,.,YDR086C,SSS1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1323386,1323453,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,491016,491502,.,+,.,YDR024W,FYV1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1324476,1325301,.,-,.,YDR429C,TIF35,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1450853,1451353,,-,,YDR500C,,,,,,,,,,,
chrIV,,intergenic,1305712,1305766,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1073734,1075171,.,-,.,YDR306C,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,312950,314748,.,-,.,YDL079C,MRK1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,398839,399339,,+,,YDL029W,,,,,,,,,,,
chrIV,,promoter,794723,795223,,-,,YDR169C-A,,,,,,,,,,,
chrIV,sgd,gene,1009009,1009834,.,+,.,YDR272W,GLO2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,231023,231899,.,+,.,YDL129W,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,916485,917154,.,+,.,YDR226W,ADK1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1301115,1301615,,+,,YDR418W,,,,,,,,,,,
chrIV,,promoter,1038869,1039369,,+,,YDR290W,,,,,,,,,,,
chrIV,,promoter,485365,485865,,-,,YDR019C,,,,,,,,,,,
chrIV,,intergenic,519356,519742,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,264964,265464,,-,,YDL110C,,,,,,,,,,,
chrIV,sgd,gene,1191935,1194884,.,-,.,YDR359C,EAF1,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,3836,5484,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1120233,1120608,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1489597,1489798,.,-,.,YDR524C-B,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,618496,619645,.,-,.,YDR088C,SLU7,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1102183,1103428,.,+,.,YDR317W,HIM1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,89675,90175,,+,,YDL206W,,,,,,,,,,,
chrIV,,promoter,334396,334896,,-,,YDL067C,,,,,,,,,,,
chrIV,sgd,gene,1108701,1109847,.,+,.,YDR321W,ASP1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,598467,599688,.,+,.,YDR076W,RAD55,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,1154126,1154215,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1334320,1334820,,+,,YDR436W,,,,,,,,,,,
chrIV,sgd,gene,555725,556472,.,-,.,YDR050C,TPI1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,307789,308289,,-,,YDL083C,,,,,,,,,,,
chrIV,,promoter,855816,856316,,+,,YDR201W,,,,,,,,,,,
chrIV,sgd,gene,436566,436824,.,-,.,YDL007C-A,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,522928,523210,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1186066,1186369,.,-,.,YDR355C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,827081,827581,,+,,YDR182W,,,,,,,,,,,
chrIV,,promoter,1469516,1470016,,+,,YDR511W,,,,,,,,,,,
chrIV,,promoter,512109,512609,,-,,YDR034C,,,,,,,,,,,
chrIV,,promoter,182842,183342,,+,,YDL150W,,,,,,,,,,,
chrIV,sgd,gene,149202,155640,.,-,.,YDL171C,GLT1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,1283798,1284044,.,+,.,YDR406W-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,216528,217074,.,+,.,YDL137W,ARF2,sgd,protein_coding,,,,,,,,
chrIV,,promoter,858845,859345,,+,,YDR205W,,,,,,,,,,,
chrIV,,promoter,212046,212546,,-,,YDL139C,,,,,,,,,,,
chrIV,,intergenic,241840,242051,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,248580,251238,.,+,.,YDL117W,CYK3,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,17576,18566,.,-,.,YDL243C,AAD4,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,542673,543369,.,-,.,YDR043C,NRG1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,956012,957398,.,+,.,YDR247W,VHS1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,892374,892874,,+,,YDR214W,,,,,,,,,,,
chrIV,,promoter,246801,247301,,+,,YDL118W,,,,,,,,,,,
chrIV,,intergenic,1495857,1496164,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,751130,751630,,+,,YDR147W,,,,,,,,,,,
chrIV,,promoter,1093262,1093762,,+,,YDR316W,,,,,,,,,,,
chrIV,sgd,gene,862053,864708,.,+,.,YDR206W,EBS1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1277145,1277645,,+,,YDR405W,,,,,,,,,,,
chrIV,,promoter,1009675,1010175,,+,,YDR273W,,,,,,,,,,,
chrIV,,promoter,255103,255603,,+,,YDL114W,,,,,,,,,,,
chrIV,,promoter,1333969,1334469,,-,,YDR435C,,,,,,,,,,,
chrIV,,promoter,1072557,1073057,,-,,YDR304C,,,,,,,,,,,
chrIV,sgd,gene,425569,425872,.,-,.,YDL016C,,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,720803,720961,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,411324,411824,,+,,YDL022W,,,,,,,,,,,
chrIV,,promoter,258555,259055,,-,,YDL113C,,,,,,,,,,,
chrIV,sgd,gene,965112,966489,.,+,.,YDR254W,CHL4,sgd,protein_coding,,,,,,,,
chrIV,,promoter,171980,172480,,+,,YDL159W,,,,,,,,,,,
chrIV,,intergenic,400638,400996,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,1531842,1531933,,,,intergenic,,,,,,,,,,,
chrIV,sgd,gene,1474973,1476476,.,-,.,YDR516C,EMI2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,462251,462602,.,-,.,YDR008C,,sgd,protein_coding,,,,,,,,
chrIV,,promoter,1441150,1441650,,-,,YDR495C,,,,,,,,,,,
chrIV,sgd,gene,509736,512109,.,-,.,YDR034C,LYS14,sgd,protein_coding,,,,,,,,
chrIV,,promoter,733637,734137,,+,,YDR140W,,,,,,,,,,,
chrIV,,promoter,1487038,1487538,,-,,YDR523C,,,,,,,,,,,
chrIV,,intergenic,170108,170409,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,223803,224303,,+,,YDL132W,,,,,,,,,,,
chrIV,sgd,gene,1238311,1238850,.,-,.,YDR381C-A,,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,786305,789221,.,-,.,YDR166C,SEC5,sgd,protein_coding,,,,,,,,
chrIV,,promoter,657849,658349,,+,,YDR103W,,,,,,,,,,,
chrIV,,promoter,135395,135895,,+,,YDL180W,,,,,,,,,,,
chrIV,sgd,gene,376756,378445,.,-,.,YDL042C,SIR2,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,963989,964565,.,-,.,YDR253C,MET32,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,323216,323471,.,-,.,snR63,,sgd,snoRNA,,,,,,,,
chrIV,,promoter,1273703,1274203,,-,,YDR402C,,,,,,,,,,,
chrIV,,intergenic,680264,680495,,,,intergenic,,,,,,,,,,,
chrIV,,intergenic,217074,217099,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,1359422,1359922,,+,,YDR450W,,,,,,,,,,,
chrIV,sgd,gene,929469,930357,.,-,.,YDR233C,RTN1,sgd,protein_coding,,,,,,,,
chrIV,sgd,gene,411824,413000,.,+,.,YDL022W,GPD1,sgd,protein_coding,,,,,,,,
chrIV,,promoter,147589,148089,,-,,YDL174C,,,,,,,,,,,
chrIV,sgd,gene,1078026,1078449,.,-,.,YDR308C,SRB7,sgd,protein_coding,,,,,,,,
chrIV,,intergenic,284444,284580,,,,intergenic,,,,,,,,,,,
chrIV,,promoter,454700,455200,,+,,YDR004W,,,,,,,,,,,
